,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
8117746605.jpg#1r1n,8117746605.jpg#1r1n,n,"[0.03, 0.97, 0.0]","[3, 97, 0]",0.1943918578315762,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","Two basketball players in black and white outfits are standing on a basketball court, talking.",The two basketball players are talking about an upcoming strategy.,97.0,3.0,0.0,n
93922153.jpg#2r1e,93922153.jpg#2r1e,e,"[0.74, 0.25, 0.01]","[74, 25, 1]",0.8878966517656207,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",A woman rock-climbs in a rural area.,The woman is exercising.,25.0,74.0,1.0,e
4541692312.jpg#4r1e,4541692312.jpg#4r1e,n,"[0.33, 0.66, 0.01]","[33, 66, 1]",0.9899060116098558,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",An older woman on the computer,Woman using her personal computer.,66.0,33.0,1.0,e
244344740.jpg#4r1c,244344740.jpg#4r1c,n,"[0.0, 0.54, 0.46]","[0, 54, 46]",0.9953784388202258,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A woman in a gray shirt working on papers at her desk.,Lady showing result of anger on her boss scolding,54.0,0.0,46.0,c
2771802800.jpg#1r1n,2771802800.jpg#1r1n,n,"[0.0, 1.0, 0.0]","[0, 100, 0]",0.0,n,"['neutral', 'contradiction', 'entailment', 'neutral', 'neutral']",A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags.,The girl is five years old.,100.0,0.0,0.0,n
6896996092.jpg#0r1c,6896996092.jpg#0r1c,c,"[0.01, 0.23, 0.76]","[1, 23, 76]",0.8550120296644869,c,"['contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction']",A gentlemen dressed in a purple shirt with a red apron selling items to eat at a sport event held during the day in the summer time.,There is a person selling food inside a fancy restaurant.,23.0,1.0,76.0,c
6303553615.jpg#2r1c,6303553615.jpg#2r1c,c,"[0.13, 0.35, 0.52]","[13, 35, 52]",1.4033213170522767,n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",Young players engage in the sport of Water polo while others watch.,Kids are competing at a swim meet.,35.0,13.0,52.0,c
6303553615.jpg#2r1n,6303553615.jpg#2r1n,e,"[0.67, 0.33, 0.0]","[67, 33, 0]",0.9149263727797277,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",Young players engage in the sport of Water polo while others watch.,Kids are enjoying a game of water polo.,33.0,67.0,0.0,n
4337180031.jpg#0r1n,4337180031.jpg#0r1n,n,"[0.0, 0.86, 0.14]","[0, 86, 14]",0.584238811642856,c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']",A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him.,The kid is on a sugar high.,86.0,0.0,14.0,n
7557754272.jpg#1r1c,7557754272.jpg#1r1c,c,"[0.01, 0.16, 0.83]","[1, 16, 83]",0.7125734617567773,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']","A cyclist in neon yellow uniform rides past spectators behind a yellow banner reading ""Lotos.""",A cyclist is taking a water break.,16.0,1.0,83.0,c
3587666993.jpg#2r1n,3587666993.jpg#2r1n,e,"[0.86, 0.14, 0.0]","[86, 14, 0]",0.584238811642856,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A white-haired man in a white shirt looks at information in an orange-red binder.,A man is reading documents in a binder.,14.0,86.0,0.0,n
5847006092.jpg#0r1e,5847006092.jpg#0r1e,n,"[0.15, 0.85, 0.0]","[15, 85, 0]",0.6098403047164005,n,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']",Three children play with a giant sphere on a playground while an adult sits on a bench reading the newspaper.,Some kids are playing outside on a playground while their mother is sitting down.,85.0,15.0,0.0,e
2652843146.jpg#1r1c,2652843146.jpg#1r1c,c,"[0.19, 0.16, 0.65]","[19, 16, 65]",1.2822108837519481,c,"['contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment']",Three men look on as two other men carve up a freshly barbecued hog in the backyard.,Other look while a man carves beef,16.0,19.0,65.0,c
3913959754.jpg#1r1n,3913959754.jpg#1r1n,n,"[0.05, 0.94, 0.01]","[5, 94, 1]",0.3664462644533775,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']","A woman is standing near the water, looks to be throwing something.",The woman is skipping rocks.,94.0,5.0,1.0,n
2970367040.jpg#0r1c,2970367040.jpg#0r1c,c,"[0.0, 0.04, 0.96]","[0, 4, 96]",0.24229218908241482,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",A man dressed in bright colored clothing is sitting on a chair on the sidewalk playing an instrument for cash.,The man is dancing in the park.,4.0,0.0,96.0,c
4920970731.jpg#3r1c,4920970731.jpg#3r1c,n,"[0.0, 0.84, 0.16]","[0, 84, 16]",0.6343095546405662,n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",A girl in a pink tank top and her boyfriend sitting on stone steps.,A boy and girl are kissing.,84.0,0.0,16.0,c
4920970731.jpg#3r1n,4920970731.jpg#3r1n,n,"[0.37, 0.61, 0.02]","[37, 61, 2]",1.0786086685786527,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",A girl in a pink tank top and her boyfriend sitting on stone steps.,Some people are sitting on stone steps talking.,61.0,37.0,2.0,n
4696903210.jpg#1r1e,4696903210.jpg#1r1e,e,"[1.0, 0.0, 0.0]","[100, 0, 0]",0.0,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']","A well built black man stands in the subway, listening to headphones.",A man with headphones on is standing in a subway.,0.0,100.0,0.0,e
4696903210.jpg#1r1n,4696903210.jpg#1r1n,e,"[0.47, 0.47, 0.06]","[47, 47, 6]",1.2674449191544763,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']","A well built black man stands in the subway, listening to headphones.",A man listens to music while waiting for the train.,47.0,47.0,6.0,n
2657844508.jpg#0r1c,2657844508.jpg#0r1c,n,"[0.01, 0.53, 0.46]","[1, 53, 46]",1.0672198490700031,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A man and woman are sitting at a table in front of a sign that reads IL PORTO and two wine bottles and two wineglasses are on the table.,Two teetotalers prepare for dinner.,53.0,1.0,46.0,c
3447155358.jpg#3r1n,3447155358.jpg#3r1n,n,"[0.4, 0.59, 0.01]","[40, 59, 1]",1.0443255526962936,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A little girl in a red flowered dress with a tennis racket.,A little girl in red plays tennis.,59.0,40.0,1.0,n
509200598.jpg#1r1n,509200598.jpg#1r1n,n,"[0.44, 0.55, 0.01]","[44, 55, 1]",1.0619584351357512,n,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']",Two black dogs are frolicking around the grass together.,Two dogs chase each other in the high grass.,55.0,44.0,1.0,n
3226796100.jpg#1r1n,3226796100.jpg#1r1n,e,"[0.61, 0.39, 0.0]","[61, 39, 0]",0.9647995485050873,e,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",A young girl wearing a pink coat plays with a yellow toy golf club.,A kid is swinging a toy golf club.,39.0,61.0,0.0,n
44953144.jpg#0r1e,44953144.jpg#0r1e,c,"[0.29, 0.11, 0.6]","[29, 11, 60]",1.310369865772515,e,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction']",A young man in a white and pink striped shirt is riding in a horse and buggy down a paved road.,A man is riding a horse,11.0,29.0,60.0,e
2896237618.jpg#0r1e,2896237618.jpg#0r1e,e,"[0.74, 0.22, 0.04]","[74, 22, 4]",0.9877857431090965,e,"['entailment', 'entailment', 'neutral', 'contradiction', 'entailment']","A woman wearing gray pants, a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium.",The jumping lady in slacks also has her hand raised.,22.0,74.0,4.0,e
7000003068.jpg#0r1e,7000003068.jpg#0r1e,n,"[0.26, 0.72, 0.02]","[26, 72, 2]",0.9593958620195758,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A male soccer player has his foot extended as if he has just kicked the soccer ball while the ball flies through the air.,The man is outside.,72.0,26.0,2.0,e
483136916.jpg#3r1c,483136916.jpg#3r1c,c,"[0.0, 0.22, 0.78]","[0, 22, 78]",0.7601675029619656,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",Dog standing in grassy sand dune.,A basset hound runs by a park bench.,22.0,0.0,78.0,c
460869455.jpg#1r1e,460869455.jpg#1r1e,e,"[0.96, 0.03, 0.01]","[96, 3, 1]",0.2747433140607801,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",There is a large group of people in front of Papa John's restaurant.,The people are outside of the restaurant.,3.0,96.0,1.0,e
2839932205.jpg#4r1c,2839932205.jpg#4r1c,c,"[0.0, 0.08, 0.92]","[0, 8, 92]",0.4021791902022729,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment']",A girl climbing a rock face.,A girl sitting at the edge of a cliff.,8.0,0.0,92.0,c
2839932205.jpg#4r1n,2839932205.jpg#4r1n,n,"[0.14, 0.86, 0.0]","[14, 86, 0]",0.584238811642856,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A girl climbing a rock face.,A girl climbing a rock face beside a dirt trail outside.,86.0,14.0,0.0,n
2839932205.jpg#4r1e,2839932205.jpg#4r1e,n,"[0.29, 0.7, 0.01]","[29, 70, 1]",0.9445435893262525,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A girl climbing a rock face.,A girl climbing a rock face outside.,70.0,29.0,1.0,e
320199844.jpg#0r1n,320199844.jpg#0r1n,n,"[0.17, 0.78, 0.05]","[17, 78, 5]",0.9302773713052451,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is playing a Christmas concert.,78.0,17.0,5.0,n
2217258342.jpg#1r1e,2217258342.jpg#1r1e,e,"[0.97, 0.02, 0.01]","[97, 2, 1]",0.2219407328532109,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A building that portrays beautiful architecture stands in the sunlight as somebody on a bike passes by.,A bicyclist passes an esthetically beautiful building on a sunny day,2.0,97.0,1.0,e
2217258342.jpg#1r1c,2217258342.jpg#1r1c,c,"[0.0, 0.16, 0.84]","[0, 16, 84]",0.6343095546405662,n,"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']",A building that portrays beautiful architecture stands in the sunlight as somebody on a bike passes by.,A bicyclist rides past an abandoned warehouse on a rainy day,16.0,0.0,84.0,c
3321018071.jpg#1r1n,3321018071.jpg#1r1n,n,"[0.37, 0.61, 0.02]","[37, 61, 2]",1.0786086685786527,e,"['neutral', 'entailment', 'entailment', 'entailment', 'contradiction']",Two brown-haired men wearing short-sleeved shirts and shorts are climbing stairs.,The men are together.,61.0,37.0,2.0,n
4690670113.jpg#2r1n,4690670113.jpg#2r1n,n,"[0.34, 0.66, 0.0]","[34, 66, 0]",0.92481870497303,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",Two people with bags next to a street at night.,The people are together,66.0,34.0,0.0,n
4413167760.jpg#0r1e,4413167760.jpg#0r1e,e,"[1.0, 0.0, 0.0]","[100, 0, 0]",0.0,e,"['entailment', 'contradiction', 'entailment', 'neutral', 'entailment']","A man in a white button up shirt, and a man in a brown button up shirt discussing something over a table of food.",Two guys having a conversation.,0.0,100.0,0.0,e
4699585469.jpg#4r1c,4699585469.jpg#4r1c,c,"[0.0, 0.47, 0.53]","[0, 47, 53]",0.9974015885677396,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",Woman being photographed near a bicycle.,Three people are riding bicycles down a lane.,47.0,0.0,53.0,c
4961904776.jpg#2r1c,4961904776.jpg#2r1c,c,"[0.0, 0.33, 0.67]","[0, 33, 67]",0.9149263727797277,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",A man is on the ground taking his shirt off as a crowd watches.,The crowd watches a gymnast on the uneven bars.,33.0,0.0,67.0,c
2701042060.jpg#0r1n,2701042060.jpg#0r1n,n,"[0.14, 0.59, 0.27]","[14, 59, 27]",1.3562474759790373,n,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']","A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, whilst a horse and rider passes behind.",Two short haired dogs of different colors drinking by a lake.,59.0,14.0,27.0,n
3018973947.jpg#0r1c,3018973947.jpg#0r1c,c,"[0.0, 0.05, 0.95]","[0, 5, 95]",0.2863969571159562,c,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",A young man in black pants and a gray shirt holds a skateboard with colorful decals upright while sitting on a gray stone block.,The person is walking through a crowd.,5.0,0.0,95.0,c
3169213620.jpg#0r1n,3169213620.jpg#0r1n,n,"[0.03, 0.75, 0.22]","[3, 75, 22]",0.943618340780974,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']","A toddler dressed only in a pamper is sitting on the floor playing with 4 ""car"" pieces to a train set.",A child plans out his future train empire.,75.0,3.0,22.0,n
6524893225.jpg#1r1n,6524893225.jpg#1r1n,c,"[0.06, 0.38, 0.56]","[6, 38, 56]",1.2424272282706346,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","Two teams of children, one green the other red, play each other in a game of Rugby while it rains.",The children rugby team are playing again after a short rain delay.,38.0,6.0,56.0,n
4736181045.jpg#0r1n,4736181045.jpg#0r1n,n,"[0.0, 0.96, 0.04]","[0, 96, 4]",0.24229218908241482,n,"['neutral', 'entailment', 'contradiction', 'neutral', 'neutral']","A man and a woman are jumping in midair and holding hands, a cloudy sky in the background.",The man and woman are married.,96.0,0.0,4.0,n
3637966641.jpg#3r1n,3637966641.jpg#3r1n,n,"[0.02, 0.91, 0.07]","[2, 91, 7]",0.5052482226498788,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",Five little boys are playing baseball.,A group of young baseball players having a championship game.,91.0,2.0,7.0,n
3637966641.jpg#3r1e,3637966641.jpg#3r1e,e,"[0.57, 0.37, 0.06]","[57, 37, 6]",1.2365133863748412,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",Five little boys are playing baseball.,A few little boys playing baseball outside.,37.0,57.0,6.0,e
2496236371.jpg#0r1e,2496236371.jpg#0r1e,e,"[0.56, 0.43, 0.01]","[56, 43, 1]",1.0584435889005643,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",Someone in a red and white uniform is driving a red and white motorcycle down a track with the front wheel in the air.,A man does stunts on a motorcycle.,43.0,56.0,1.0,e
2496236371.jpg#0r1n,2496236371.jpg#0r1n,n,"[0.3, 0.66, 0.04]","[30, 66, 4]",1.1024888923155898,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",Someone in a red and white uniform is driving a red and white motorcycle down a track with the front wheel in the air.,A man pops a wheely on a track for onlookers.,66.0,30.0,4.0,n
7772052674.jpg#0r1n,7772052674.jpg#0r1n,n,"[0.02, 0.97, 0.01]","[2, 97, 1]",0.2219407328532109,n,"['neutral', 'neutral', 'entailment', 'contradiction', 'neutral']",A man in a bar drinks from a pitcher while a man in a green hat looks on and a woman in a black shirt drink from a glass.,The women is drinking water.,97.0,2.0,1.0,n
354999632.jpg#1r1n,354999632.jpg#1r1n,n,"[0.18, 0.53, 0.29]","[18, 53, 29]",1.4486573600096169,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']","Inside the igloo, the young man gets ready for his overnight stay.",The young man is resting.,53.0,18.0,29.0,n
4710229807.jpg#0r1e,4710229807.jpg#0r1e,e,"[0.97, 0.03, 0.0]","[97, 3, 0]",0.1943918578315762,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",A youngster straddles a small makeshift bench while his companion plays in the doorway nearby.,A kid straddles a bench,3.0,97.0,0.0,e
4710229807.jpg#0r1n,4710229807.jpg#0r1n,n,"[0.17, 0.8, 0.03]","[17, 80, 3]",0.8438961558306425,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A youngster straddles a small makeshift bench while his companion plays in the doorway nearby.,A kid straddles a bench while his brother plays in a doorway,80.0,17.0,3.0,n
7353914844.jpg#4r1e,7353914844.jpg#4r1e,e,"[0.71, 0.13, 0.16]","[71, 13, 16]",1.1564785715680586,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",Three people are kayaking in dark waters.,Three people are in a boat.,13.0,71.0,16.0,e
7353914844.jpg#4r1n,7353914844.jpg#4r1n,n,"[0.05, 0.6, 0.35]","[5, 60, 35]",1.1883763717345073,n,"['neutral', 'entailment', 'neutral', 'neutral', 'contradiction']",Three people are kayaking in dark waters.,A couple and a guide are whitewater rafting.,60.0,5.0,35.0,n
3347666612.jpg#1r1n,3347666612.jpg#1r1n,e,"[0.63, 0.35, 0.02]","[63, 35, 2]",1.0629207820390392,n,"['neutral', 'entailment', 'neutral', 'neutral', 'contradiction']",Two children standing in the grass being sprayed by a hose.,Two children are playing with water in the yard,35.0,63.0,2.0,n
4826619341.jpg#0r1n,4826619341.jpg#0r1n,n,"[0.0, 0.99, 0.01]","[0, 99, 1]",0.08079313589591118,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']","Guy in a dark suit, with a cigarette in his right hand while talking on the phone.",The guy in the suit smoking the cig is on his lunch break.,99.0,0.0,1.0,n
3360582670.jpg#3r1c,3360582670.jpg#3r1c,c,"[0.01, 0.44, 0.55]","[1, 44, 55]",1.0619584351357512,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment']",A young adolescent is jumping into a pool.,The child is scared to jump in the water.,44.0,1.0,55.0,c
3794595430.jpg#3r1n,3794595430.jpg#3r1n,n,"[0.2, 0.79, 0.01]","[20, 79, 1]",0.799483779737341,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A woman stands at a podium with a slide show behind her.,A woman is giving a presentation at work.,79.0,20.0,1.0,n
